customer_id,phone,country_code,country,state
CUST000000000101,16088972175.0,US,United States,WA
CUST000000000102,659851071437.0,SG,Singapore,SG
CUST000000000103,,US,United States,CA
CUST000000000104,448972940481.0,GB,United Kingdom,NIR
CUST000000000105,918627888367.0,IN,India,KL
CUST000000000106,917367191881.0,IN,India,DL
CUST000000000107,17758503178.0,US,United States,NY
CUST000000000108,917634510066.0,IN,India,TN
CUST000000000109,448462934618.0,GB,United Kingdom,NIR
CUST000000000110,918680121886.0,IN,India,UP
CUST000000000111,619742889768.0,AU,Australia,WA
CUST000000000112,,IN,India,MH
CUST000000000113,916952438872.0,IN,India,RJ
CUST000000000114,917795256178.0,IN,India,MH
CUST000000000115,617770212701.0,AU,Australia,VIC
CUST000000000116,448662806238.0,GB,United Kingdom,ENG
CUST000000000117,,SG,Singapore,SG
CUST000000000118,659960844653.0,SG,Singapore,SG
CUST000000000119,916651126022.0,IN,India,TN
CUST000000000120,917836051459.0,IN,India,TS
CUST000000000121,19757601485.0,US,United States,TX
CUST000000000122,447578474454.0,GB,United Kingdom,SCT
CUST000000000123,448067302997.0,GB,United Kingdom,SCT
CUST000000000124,,IN,India,MH
CUST000000000125,18017548396.0,US,United States,MA
CUST000000000126,919721319829.0,IN,India,GJ
CUST000000000127,918482665217.0,IN,India,DL
CUST000000000128,917939365256.0,IN,India,WB
CUST000000000129,9717810259687.0,AE,United Arab Emirates,AUH
CUST000000000130,447104207301.0,GB,United Kingdom,NIR
CUST000000000131,918014893243.0,IN,India,DL
CUST000000000132,916165461840.0,IN,India,DL
CUST000000000133,917950733969.0,IN,India,DL
CUST000000000134,9716798124731.0,AE,United Arab Emirates,AUH
CUST000000000135,916247478099.0,IN,India,TS
CUST000000000136,919482345952.0,IN,India,TS
CUST000000000137,916147246809.0,IN,India,UP
CUST000000000138,18867338194.0,US,United States,NY
CUST000000000139,916277782587.0,IN,India,RJ
CUST000000000140,17891658861.0,CA,Canada,ON
CUST000000000141,9716896340372.0,AE,United Arab Emirates,SHJ
CUST000000000142,916795914546.0,IN,India,KA
CUST000000000143,448932104928.0,GB,United Kingdom,SCT
CUST000000000144,18945491138.0,CA,Canada,ON
CUST000000000145,919439112651.0,IN,India,DL
CUST000000000146,917407851809.0,IN,India,TS
CUST000000000147,916593813889.0,IN,India,WB
CUST000000000148,916562668252.0,IN,India,GJ
CUST000000000149,919933155294.0,IN,India,GJ
CUST000000000150,916420114291.0,IN,India,UP
CUST000000000151,918907694865.0,IN,India,TS
CUST000000000152,,US,United States,WA
CUST000000000153,917166813957.0,IN,India,MH
CUST000000000154,919098838561.0,IN,India,KL
CUST000000000155,916288257553.0,IN,India,MH
CUST000000000156,918800502533.0,IN,India,MH
CUST000000000157,919089651361.0,IN,India,KL
CUST000000000158,657180969971.0,SG,Singapore,SG
CUST000000000159,659185672963.0,SG,Singapore,SG
CUST000000000160,916463605505.0,IN,India,KL
CUST000000000161,918681108734.0,IN,India,MH
CUST000000000162,448344434922.0,GB,United Kingdom,NIR
CUST000000000163,918494184037.0,IN,India,MH
CUST000000000164,449978726386.0,GB,United Kingdom,ENG
CUST000000000165,16044494088.0,US,United States,WA
CUST000000000166,659515098591.0,SG,Singapore,SG
CUST000000000167,919706255295.0,IN,India,UP
CUST000000000168,919914178953.0,IN,India,KA
CUST000000000169,448085592628.0,GB,United Kingdom,SCT
CUST000000000170,918951102688.0,IN,India,KL
CUST000000000171,19091538948.0,CA,Canada,QC
CUST000000000172,919620067245.0,IN,India,DL
CUST000000000173,917697197820.0,IN,India,TS
CUST000000000174,18828537121.0,US,United States,MA
CUST000000000175,917254523314.0,IN,India,MH
CUST000000000176,917207377573.0,IN,India,WB
CUST000000000177,9718965784783.0,AE,United Arab Emirates,SHJ
CUST000000000178,916497261674.0,IN,India,GJ
CUST000000000179,916558183387.0,IN,India,TS
CUST000000000180,447035331158.0,GB,United Kingdom,WLS
CUST000000000181,447043506803.0,GB,United Kingdom,WLS
CUST000000000182,19977142866.0,US,United States,WA
CUST000000000183,919217125869.0,IN,India,MH
CUST000000000184,,IN,India,RJ
CUST000000000185,,IN,India,UP
CUST000000000186,916104766060.0,IN,India,WB
CUST000000000187,17250091025.0,US,United States,TX
CUST000000000188,916800628893.0,IN,India,UP
CUST000000000189,19854270335.0,US,United States,WA
CUST000000000190,917245610941.0,IN,India,KA
CUST000000000191,916496386222.0,IN,India,UP
CUST000000000192,918918607817.0,IN,India,KL
CUST000000000193,917768597544.0,IN,India,KA
CUST000000000194,,IN,India,TN
CUST000000000195,9718195888656.0,AE,United Arab Emirates,DU
CUST000000000196,16103553247.0,CA,Canada,ON
CUST000000000197,446531324592.0,GB,United Kingdom,NIR
CUST000000000198,446518610055.0,GB,United Kingdom,SCT
CUST000000000199,617275310189.0,AU,Australia,VIC
CUST000000000200,916641763665.0,IN,India,UP
CUST000000000201,17610382741.0,US,United States,FL
CUST000000000202,917932873064.0,IN,India,KL
CUST000000000203,916983339863.0,IN,India,TN
CUST000000000204,919203267629.0,IN,India,KA
CUST000000000205,9718027432260.0,AE,United Arab Emirates,DU
CUST000000000206,446314525511.0,GB,United Kingdom,NIR
CUST000000000207,18658408291.0,CA,Canada,AB
CUST000000000208,916197146188.0,IN,India,KL
CUST000000000209,9717302426227.0,AE,United Arab Emirates,AUH
CUST000000000210,916104407876.0,IN,India,UP
CUST000000000211,917528195443.0,IN,India,KA
CUST000000000212,9716946353885.0,AE,United Arab Emirates,AUH
CUST000000000213,917660552555.0,IN,India,TN
CUST000000000214,,IN,India,WB
CUST000000000215,918945928616.0,IN,India,WB
CUST000000000216,919928737166.0,IN,India,TN
CUST000000000217,16284693497.0,CA,Canada,BC
CUST000000000218,919127875016.0,IN,India,WB
CUST000000000219,917831731556.0,IN,India,RJ
CUST000000000220,447539351537.0,GB,United Kingdom,ENG
CUST000000000221,18303241110.0,US,United States,MA
CUST000000000222,916290430535.0,IN,India,DL
CUST000000000223,919788101739.0,IN,India,KL
CUST000000000224,16009842252.0,US,United States,NY
CUST000000000225,19527617436.0,US,United States,FL
CUST000000000226,16890013787.0,US,United States,TX
CUST000000000227,449677924309.0,GB,United Kingdom,ENG
CUST000000000228,,US,United States,TX
CUST000000000229,19135828908.0,US,United States,TX
CUST000000000230,658248295778.0,SG,Singapore,SG
CUST000000000231,,GB,United Kingdom,ENG
CUST000000000232,918055386648.0,IN,India,KL
CUST000000000233,448151636132.0,GB,United Kingdom,SCT
CUST000000000234,916387537539.0,IN,India,UP
CUST000000000235,916461090308.0,IN,India,KL
CUST000000000236,917552896850.0,IN,India,KL
CUST000000000237,918476470449.0,IN,India,UP
CUST000000000238,916911153283.0,IN,India,WB
CUST000000000239,447677281365.0,GB,United Kingdom,NIR
CUST000000000240,18915360307.0,US,United States,NY
CUST000000000241,9719138430573.0,AE,United Arab Emirates,SHJ
CUST000000000242,9716966642736.0,AE,United Arab Emirates,AUH
CUST000000000243,916753002441.0,IN,India,KA
CUST000000000244,917089936320.0,IN,India,RJ
CUST000000000245,448615265596.0,GB,United Kingdom,SCT
CUST000000000246,917168776935.0,IN,India,MH
CUST000000000247,918958898636.0,IN,India,UP
CUST000000000248,916641030833.0,IN,India,RJ
CUST000000000249,447219166960.0,GB,United Kingdom,SCT
CUST000000000250,449678010532.0,GB,United Kingdom,NIR
CUST000000000251,917665927659.0,IN,India,WB
CUST000000000252,917313596405.0,IN,India,GJ
CUST000000000253,917135298875.0,IN,India,UP
CUST000000000254,448233836149.0,GB,United Kingdom,NIR
CUST000000000255,616723420093.0,AU,Australia,QLD
CUST000000000256,17657985244.0,US,United States,WA
CUST000000000257,916505622373.0,IN,India,TS
CUST000000000258,16701462520.0,US,United States,MA
CUST000000000259,16329458300.0,US,United States,WA
CUST000000000260,19975939334.0,US,United States,NY
CUST000000000261,916177674100.0,IN,India,WB
CUST000000000262,,IN,India,GJ
CUST000000000263,919504656383.0,IN,India,WB
CUST000000000264,916099299128.0,IN,India,DL
CUST000000000265,17967963539.0,US,United States,WA
CUST000000000266,918185914542.0,IN,India,UP
CUST000000000267,918590103299.0,IN,India,WB
CUST000000000268,916455373733.0,IN,India,TS
CUST000000000269,446903572126.0,GB,United Kingdom,WLS
CUST000000000270,917064600175.0,IN,India,TS
CUST000000000271,918439959039.0,IN,India,UP
CUST000000000272,916666915549.0,IN,India,TS
CUST000000000273,918953594376.0,IN,India,DL
CUST000000000274,919701812017.0,IN,India,DL
CUST000000000275,,GB,United Kingdom,NIR
CUST000000000276,619567474600.0,AU,Australia,VIC
CUST000000000277,,IN,India,KA
CUST000000000278,9717359506409.0,AE,United Arab Emirates,AUH
CUST000000000279,919935829101.0,IN,India,RJ
CUST000000000280,919057454323.0,IN,India,GJ
CUST000000000281,,GB,United Kingdom,SCT
CUST000000000282,447156728320.0,GB,United Kingdom,NIR
CUST000000000283,916521422434.0,IN,India,TN
CUST000000000284,18050810789.0,US,United States,TX
CUST000000000285,916157323076.0,IN,India,KL
CUST000000000286,,IN,India,KA
CUST000000000287,916857316682.0,IN,India,TS
CUST000000000288,917297753164.0,IN,India,TS
CUST000000000289,919832974801.0,IN,India,TS
CUST000000000290,619851663826.0,AU,Australia,WA
CUST000000000291,9717458644949.0,AE,United Arab Emirates,AUH
CUST000000000292,9719680438812.0,AE,United Arab Emirates,DU
CUST000000000293,18638633428.0,US,United States,MA
CUST000000000294,918834700123.0,IN,India,TN
CUST000000000295,919190309511.0,IN,India,WB
CUST000000000296,919387077031.0,IN,India,DL
CUST000000000297,657047480020.0,SG,Singapore,SG
CUST000000000298,17950128612.0,US,United States,NY
CUST000000000299,448324520485.0,GB,United Kingdom,NIR
CUST000000000300,447615724837.0,GB,United Kingdom,WLS
CUST000000000301,657447713937.0,SG,Singapore,SG
CUST000000000302,19818836806.0,US,United States,TX
CUST000000000303,917876247583.0,IN,India,RJ
CUST000000000304,17177467662.0,CA,Canada,BC
CUST000000000305,918679370772.0,IN,India,KL
CUST000000000306,917920434718.0,IN,India,WB
CUST000000000307,16331446261.0,CA,Canada,QC
CUST000000000308,917989236301.0,IN,India,RJ
CUST000000000309,917325809918.0,IN,India,KA
CUST000000000310,918329016114.0,IN,India,KA
CUST000000000311,918202296393.0,IN,India,MH
CUST000000000312,658176128474.0,SG,Singapore,SG
CUST000000000313,919087346076.0,IN,India,RJ
CUST000000000314,,IN,India,KL
CUST000000000315,919736460066.0,IN,India,TS
CUST000000000316,,SG,Singapore,SG
CUST000000000317,449395886343.0,GB,United Kingdom,SCT
CUST000000000318,919856473089.0,IN,India,UP
CUST000000000319,917280379437.0,IN,India,TS
CUST000000000320,917744439296.0,IN,India,KA
CUST000000000321,917116143912.0,IN,India,GJ
CUST000000000322,916394948918.0,IN,India,DL
CUST000000000323,919126863439.0,IN,India,KA
CUST000000000324,18865682533.0,US,United States,MA
CUST000000000325,16288903719.0,US,United States,FL
CUST000000000326,,GB,United Kingdom,SCT
CUST000000000327,447058442962.0,GB,United Kingdom,NIR
CUST000000000328,,IN,India,WB
CUST000000000329,617501336988.0,AU,Australia,QLD
CUST000000000330,919699887883.0,IN,India,TS
CUST000000000331,919964525661.0,IN,India,UP
CUST000000000332,18677416223.0,CA,Canada,AB
CUST000000000333,916579621220.0,IN,India,UP
CUST000000000334,449034417930.0,GB,United Kingdom,SCT
CUST000000000335,916136539083.0,IN,India,KL
CUST000000000336,17683208452.0,US,United States,CA
CUST000000000337,657023374326.0,SG,Singapore,SG
CUST000000000338,619444667838.0,AU,Australia,VIC
CUST000000000339,916080173147.0,IN,India,KL
CUST000000000340,617314855206.0,AU,Australia,QLD
CUST000000000341,917454830776.0,IN,India,KL
CUST000000000342,919645007236.0,IN,India,KL
CUST000000000343,918634505034.0,IN,India,GJ
CUST000000000344,17361871656.0,US,United States,MA
CUST000000000345,918147142500.0,IN,India,DL
CUST000000000346,447534663918.0,GB,United Kingdom,SCT
CUST000000000347,616433730246.0,AU,Australia,QLD
CUST000000000348,916338037957.0,IN,India,TN
CUST000000000349,916096064040.0,IN,India,DL
CUST000000000350,19193280121.0,US,United States,CA
CUST000000000351,916178487714.0,IN,India,WB
CUST000000000352,618271043019.0,AU,Australia,NSW
CUST000000000353,16929299994.0,US,United States,WA
CUST000000000354,919521573944.0,IN,India,UP
CUST000000000355,,US,United States,NJ
CUST000000000356,,IN,India,TN
CUST000000000357,917617694514.0,IN,India,KA
CUST000000000358,19383554251.0,US,United States,CA
CUST000000000359,,AE,United Arab Emirates,DU
CUST000000000360,16413685306.0,US,United States,TX
CUST000000000361,17842998897.0,US,United States,TX
CUST000000000362,916258013213.0,IN,India,DL
CUST000000000363,,IN,India,KA
CUST000000000364,19403491781.0,US,United States,WA
CUST000000000365,916878610948.0,IN,India,TN
CUST000000000366,447172857181.0,GB,United Kingdom,WLS
CUST000000000367,,AE,United Arab Emirates,DU
CUST000000000368,658158891216.0,SG,Singapore,SG
CUST000000000369,916493650607.0,IN,India,TN
CUST000000000370,916576146918.0,IN,India,WB
CUST000000000371,919782259083.0,IN,India,KL
CUST000000000372,17843519077.0,US,United States,WA
CUST000000000373,918904969241.0,IN,India,KA
CUST000000000374,919873888255.0,IN,India,UP
CUST000000000375,619722053054.0,AU,Australia,NSW
CUST000000000376,918997305218.0,IN,India,WB
CUST000000000377,448410005322.0,GB,United Kingdom,ENG
CUST000000000378,,IN,India,MH
CUST000000000379,449671986295.0,GB,United Kingdom,ENG
CUST000000000380,918181533255.0,IN,India,KA
CUST000000000381,,IN,India,GJ
CUST000000000382,,AE,United Arab Emirates,AUH
CUST000000000383,18792358220.0,US,United States,TX
CUST000000000384,918165457872.0,IN,India,MH
CUST000000000385,919111353266.0,IN,India,GJ
CUST000000000386,918018844108.0,IN,India,DL
CUST000000000387,916175952451.0,IN,India,KL
CUST000000000388,917218458933.0,IN,India,GJ
CUST000000000389,,IN,India,UP
CUST000000000390,919852773016.0,IN,India,KL
CUST000000000391,917952735397.0,IN,India,DL
CUST000000000392,19902555577.0,US,United States,FL
CUST000000000393,917401567331.0,IN,India,KA
CUST000000000394,658630550556.0,SG,Singapore,SG
CUST000000000395,448352624321.0,GB,United Kingdom,NIR
CUST000000000396,919094570755.0,IN,India,UP
CUST000000000397,,GB,United Kingdom,SCT
CUST000000000398,916572680143.0,IN,India,MH
CUST000000000399,18611781618.0,CA,Canada,QC
CUST000000000400,917240176932.0,IN,India,TN
CUST000000000401,916538583239.0,IN,India,MH
CUST000000000402,918340137589.0,IN,India,WB
CUST000000000403,919517760208.0,IN,India,MH
CUST000000000404,,GB,United Kingdom,WLS
CUST000000000405,18385283907.0,US,United States,WA
CUST000000000406,657934075697.0,SG,Singapore,SG
CUST000000000407,918206977591.0,IN,India,TS
CUST000000000408,919227684722.0,IN,India,UP
CUST000000000409,19924542961.0,US,United States,CA
CUST000000000410,919711002708.0,IN,India,UP
CUST000000000411,919062791677.0,IN,India,DL
CUST000000000412,18700367862.0,US,United States,IL
CUST000000000413,916782104210.0,IN,India,GJ
CUST000000000414,,IN,India,UP
CUST000000000415,,IN,India,KL
CUST000000000416,919050382336.0,IN,India,UP
CUST000000000417,18003225842.0,US,United States,CA
CUST000000000418,919930699499.0,IN,India,WB
CUST000000000419,658980295861.0,SG,Singapore,SG
CUST000000000420,446830788484.0,GB,United Kingdom,WLS
CUST000000000421,19546958272.0,CA,Canada,ON
CUST000000000422,917389121984.0,IN,India,RJ
CUST000000000423,917190962318.0,IN,India,KA
CUST000000000424,916165386415.0,IN,India,WB
CUST000000000425,446948466263.0,GB,United Kingdom,NIR
CUST000000000426,919052864240.0,IN,India,DL
CUST000000000427,917503689648.0,IN,India,KA
CUST000000000428,918703350783.0,IN,India,GJ
CUST000000000429,,IN,India,MH
CUST000000000430,919019961987.0,IN,India,DL
CUST000000000431,916278271055.0,IN,India,TS
CUST000000000432,659551349486.0,SG,Singapore,SG
CUST000000000433,9718475986622.0,AE,United Arab Emirates,DU
CUST000000000434,17841823558.0,US,United States,MA
CUST000000000435,916986731689.0,IN,India,TN
CUST000000000436,,IN,India,WB
CUST000000000437,18961985266.0,US,United States,NJ
CUST000000000438,917035590554.0,IN,India,MH
CUST000000000439,9719469601560.0,AE,United Arab Emirates,DU
CUST000000000440,19187513668.0,US,United States,TX
CUST000000000441,918055185993.0,IN,India,DL
CUST000000000442,916671614447.0,IN,India,TN
CUST000000000443,,IN,India,KA
CUST000000000444,448647959070.0,GB,United Kingdom,NIR
CUST000000000445,656768006889.0,SG,Singapore,SG
CUST000000000446,19824793958.0,US,United States,IL
CUST000000000447,916865653158.0,IN,India,WB
CUST000000000448,916221529951.0,IN,India,RJ
CUST000000000449,659106752421.0,SG,Singapore,SG
CUST000000000450,619400217151.0,AU,Australia,WA
CUST000000000451,18496868939.0,CA,Canada,ON
CUST000000000452,,US,United States,NJ
CUST000000000453,916441219918.0,IN,India,WB
CUST000000000454,918365124751.0,IN,India,WB
CUST000000000455,,IN,India,MH
CUST000000000456,449218350456.0,GB,United Kingdom,SCT
CUST000000000457,,US,United States,NY
CUST000000000458,446049967551.0,GB,United Kingdom,WLS
CUST000000000459,446970573813.0,GB,United Kingdom,SCT
CUST000000000460,916862750751.0,IN,India,KL
CUST000000000461,917946614050.0,IN,India,WB
CUST000000000462,449339889681.0,GB,United Kingdom,SCT
CUST000000000463,917165669145.0,IN,India,WB
CUST000000000464,447933736870.0,GB,United Kingdom,ENG
CUST000000000465,,IN,India,RJ
CUST000000000466,659030433223.0,SG,Singapore,SG
CUST000000000467,919207128979.0,IN,India,UP
CUST000000000468,657610523435.0,SG,Singapore,SG
CUST000000000469,919065043705.0,IN,India,DL
CUST000000000470,17258114660.0,US,United States,WA
CUST000000000471,916569725475.0,IN,India,RJ
CUST000000000472,19711410241.0,CA,Canada,QC
CUST000000000473,446268453735.0,GB,United Kingdom,WLS
CUST000000000474,446505500321.0,GB,United Kingdom,WLS
CUST000000000475,16095183452.0,US,United States,IL
CUST000000000476,916182437684.0,IN,India,GJ
CUST000000000477,918922611653.0,IN,India,KA
CUST000000000478,918120668417.0,IN,India,GJ
CUST000000000479,659310071788.0,SG,Singapore,SG
CUST000000000480,617527132475.0,AU,Australia,QLD
CUST000000000481,917796531296.0,IN,India,RJ
CUST000000000482,449306640529.0,GB,United Kingdom,SCT
CUST000000000483,448347495733.0,GB,United Kingdom,SCT
CUST000000000484,917595010947.0,IN,India,UP
CUST000000000485,919414625677.0,IN,India,TS
CUST000000000486,,SG,Singapore,SG
CUST000000000487,917412444063.0,IN,India,KL
CUST000000000488,9718496345897.0,AE,United Arab Emirates,AUH
CUST000000000489,919751979304.0,IN,India,GJ
CUST000000000490,919944060501.0,IN,India,TS
CUST000000000491,9719194115421.0,AE,United Arab Emirates,SHJ
CUST000000000492,16927368424.0,CA,Canada,QC
CUST000000000493,9716338126802.0,AE,United Arab Emirates,SHJ
CUST000000000494,919681196313.0,IN,India,MH
CUST000000000495,917752054747.0,IN,India,GJ
CUST000000000496,17839986554.0,CA,Canada,QC
CUST000000000497,16679669638.0,CA,Canada,ON
CUST000000000498,917172769954.0,IN,India,KA
CUST000000000499,917387770156.0,IN,India,WB
CUST000000000500,17141031405.0,US,United States,TX
CUST000000000501,446257949127.0,GB,United Kingdom,WLS
CUST000000000502,18531490428.0,US,United States,IL
CUST000000000503,448452455733.0,GB,United Kingdom,WLS
CUST000000000504,447026165349.0,GB,United Kingdom,NIR
CUST000000000505,616547350775.0,AU,Australia,VIC
CUST000000000506,16894415392.0,CA,Canada,QC
CUST000000000507,918794323366.0,IN,India,WB
CUST000000000508,919205645271.0,IN,India,TN
CUST000000000509,18228189978.0,CA,Canada,AB
CUST000000000510,918941624875.0,IN,India,UP
CUST000000000511,919891178150.0,IN,India,GJ
CUST000000000512,,IN,India,TN
CUST000000000513,,IN,India,DL
CUST000000000514,17954687295.0,US,United States,MA
CUST000000000515,19130262596.0,US,United States,CA
CUST000000000516,918464703130.0,IN,India,GJ
CUST000000000517,9718003948127.0,AE,United Arab Emirates,DU
CUST000000000518,448702263445.0,GB,United Kingdom,SCT
CUST000000000519,919187127429.0,IN,India,DL
CUST000000000520,9718405959025.0,AE,United Arab Emirates,AUH
CUST000000000521,,IN,India,KA
CUST000000000522,656101390022.0,SG,Singapore,SG
CUST000000000523,916113018289.0,IN,India,TN
CUST000000000524,917714876190.0,IN,India,RJ
CUST000000000525,657851992488.0,SG,Singapore,SG
CUST000000000526,919036317198.0,IN,India,KL
CUST000000000527,919813116266.0,IN,India,WB
CUST000000000528,19095883515.0,US,United States,FL
CUST000000000529,918977715933.0,IN,India,KL
CUST000000000530,659655557750.0,SG,Singapore,SG
CUST000000000531,17675090817.0,US,United States,NJ
CUST000000000532,446594717863.0,GB,United Kingdom,NIR
CUST000000000533,9717513794186.0,AE,United Arab Emirates,AUH
CUST000000000534,,AU,Australia,VIC
CUST000000000535,916086579548.0,IN,India,TS
CUST000000000536,446906336239.0,GB,United Kingdom,ENG
CUST000000000537,919398716013.0,IN,India,GJ
CUST000000000538,919750395511.0,IN,India,DL
CUST000000000539,918191857258.0,IN,India,MH
CUST000000000540,917222289424.0,IN,India,UP
CUST000000000541,,IN,India,MH
CUST000000000542,18551929054.0,US,United States,FL
CUST000000000543,916409185974.0,IN,India,WB
CUST000000000544,917806405839.0,IN,India,TS
CUST000000000545,17630303064.0,CA,Canada,QC
CUST000000000546,916193977148.0,IN,India,TS
CUST000000000547,916330330956.0,IN,India,RJ
CUST000000000548,916238927463.0,IN,India,TS
CUST000000000549,917349192239.0,IN,India,KA
CUST000000000550,919841248022.0,IN,India,UP
CUST000000000551,918426682003.0,IN,India,WB
CUST000000000552,447057009101.0,GB,United Kingdom,ENG
CUST000000000553,918700049790.0,IN,India,UP
CUST000000000554,918284470011.0,IN,India,TN
CUST000000000555,917837950693.0,IN,India,KL
CUST000000000556,,GB,United Kingdom,WLS
CUST000000000557,919306067379.0,IN,India,TS
CUST000000000558,918907988436.0,IN,India,RJ
CUST000000000559,916124519835.0,IN,India,DL
CUST000000000560,617385356887.0,AU,Australia,QLD
CUST000000000561,918142118294.0,IN,India,MH
CUST000000000562,917570089984.0,IN,India,DL
CUST000000000563,16206991038.0,US,United States,MA
CUST000000000564,919842276103.0,IN,India,TS
CUST000000000565,917494716049.0,IN,India,MH
CUST000000000566,618901208575.0,AU,Australia,WA
CUST000000000567,916641003775.0,IN,India,MH
CUST000000000568,919183468315.0,IN,India,RJ
CUST000000000569,917377178453.0,IN,India,KL
CUST000000000570,9719654284471.0,AE,United Arab Emirates,DU
CUST000000000571,918089591809.0,IN,India,KA
CUST000000000572,446985561144.0,GB,United Kingdom,ENG
CUST000000000573,916850055011.0,IN,India,MH
CUST000000000574,919412628225.0,IN,India,TN
CUST000000000575,,US,United States,IL
CUST000000000576,916059076578.0,IN,India,KL
CUST000000000577,916767385121.0,IN,India,TS
CUST000000000578,918708028527.0,IN,India,RJ
CUST000000000579,,IN,India,DL
